"Town","FIPS","Year","Year Submitted","Town Profile Year","Variable","Measure Type","Value"
"Windsor Locks","0900387070",2013,2014,2016,"Total Grand List","Number",-6666
"Wolcott","0900987560",2014,2015,2016,"Net Grand List","Number",1271057987
"Wolcott","0900987560",2014,2015,2016,"Top 10 Total Grand List","Number",32531393
"Wolcott","0900987560",2014,2015,2016,"Total Grand List","Number",1292247197
"Woodbridge","0900987700",2014,2015,2016,"Net Grand List","Number",1136737140
"Woodbridge","0900987700",2014,2015,2016,"Top 10 Total Grand List","Number",68768810
"Woodbridge","0900987700",2014,2015,2016,"Total Grand List","Number",1140515600
"Woodbury","0900587910",2014,2015,2016,"Net Grand List","Number",1132215258
"Woodbury","0900587910",2014,2015,2016,"Top 10 Total Grand List","Number",33676670
"Woodbury","0900587910",2014,2015,2016,"Total Grand List","Number",1205295100
"Woodstock","0901588190",2014,2015,2016,"Net Grand List","Number",679472630
"Woodstock","0901588190",2014,2015,2016,"Top 10 Total Grand List","Number",39114891
"Woodstock","0901588190",2014,2015,2016,"Total Grand List","Number",697281383
